,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
3228280,5.0,,True,"06 14, 2018",A27WLWSDJ7ONIZ,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},daReviewer,"I just received the keyboard and mouse combo and I love it. I already had a mouse so I didn't need the mouse that was included but the keyboard is very nice. All I had to do was plug the USB dongle into my desktop and it started working. There was no drivers to install and all the hotkey's worked without having to program the keys. The feel of this keyboard is nice and it seems very durable. I wished I got it earlier bc the one I had before had a stupid cord sticking out in the middle of the keyboard and was annoying. Now, I have to make sure that no one steals this keyboard from my office. There is a lock on my door so I don't think anyone will steal it but I have my concerns. Anyways, the keyboard feels nice and at the price point, I really can't complain. Everything works well and although it's a cheap keyboard it works and the keys feel nice. I have no complaints about this keyboard but I have to get used to using something new again. It's the first wireless keyboard I've ever had and it seems to be working just fine. I do a lot of typing at work so I'm glad I got this keyboard and I'm thinking of buying another one for my home computer.

After 2 weeks- This keyboard is holding up really well. I have it connected to my MS Surface Dock and the mouse and the keyboard works perfectly but since I have the Surface Pro I use the Surface Arch Mouse. The keyboard works well with all window's devices and the shortcuts work without having to programming it in the settings. I have a perfect setup at home. 3 monitors and a wireless keyboard and mouse. Couldn't be better. I like how this keyboard types and the feedback that you get from typing on this keyboard. For the price, I ended up buying 3 of them. One for me at work, one for my wife and one for my work desktop setup.",Nice Keyboard! Easy installation!,1528934400,
3228281,5.0,,True,"06 14, 2018",A2NTVABJD96O3H,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Tkvdog,Logitech Best Price/Quality Period.,Love Logitech,1528934400,
3228289,4.0,,True,"06 13, 2018",A1PVW04BAQ26X2,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Michael W.,I like this very much works great.,Four Stars,1528848000,
3228290,2.0,,True,"06 13, 2018",A31NLBFY8VGGH4,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Danny Carlton,At first I thought they didn't work. Apparently they only work with the specific receiver it ships with and not the unifying receiver as advertised.,Not what was described,1528848000,
3228291,4.0,,True,"06 13, 2018",A2QBPR6O9STPL7,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},PJSolarz,"Arrived on time, good quality and it as advertised.",good quality and it as advertised,1528848000,
3228295,1.0,,True,"06 8, 2018",A17IY9A899O0BM,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Aydan,"After one day, this combo is sitting in the trash.  The range and latency on this is abysmal.  I purchased the combo to work with my Nvidia Shield but the mouse wouldn't work on any mouse pad (It did however, work okay on the arm of my suede couch...go figure), and the keyboard didn't work from any range beyond 5 feet from the Shield.

Skip it.  Spend a few more bucks and get something better.  Which is anything but this.",Don't be cheap - this combo is not even worth the low price,1528416000,
3228296,5.0,,True,"06 7, 2018",A1KJCWX0R2A5X4,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},K,Nice product. Fast ship.,Five Stars,1528329600,
3228297,5.0,,True,"06 6, 2018",A2MK49GKC0HCCO,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Shane Crone,Has work great so for.  No complaints,Work as expected.,1528243200,
3228304,1.0,,True,"06 6, 2018",A10F425B01ODK5,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},AnneeM,I bought this for a client... it doesnt work thought it was batteries bought new ones.. still doesnt work neither the keyboard or mouse so had to buy a real wireless keyboard and mouse at Best Buy..,Didnt work.,1528243200,
3228305,5.0,,True,"06 6, 2018",A1T0W8JXB4USYB,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},AW82,perferct,Five Stars,1528243200,
3228306,4.0,,True,"06 1, 2018",A1IACIAH2LE2DF,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},co h huynh,thanks,Four Stars,1527811200,
3228307,5.0,,True,"05 31, 2018",A275QDOW74ZB50,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Jaewook Baek,Good!,Five Stars,1527724800,
3228310,1.0,,True,"05 30, 2018",A2LC60E5OFJNEO,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Shawn,Wtf so this arrives today I get everything set up I pop open the mouse to get the dongle out and to my surprise there was no doggle inside of it.,How does this work without a dongle?,1527638400,
3228311,4.0,,True,"05 30, 2018",A3MPDT1ZV8NIZA,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},ckenaga,"I have 2 of these and I think it is a great value. Only complaing is that while scrolling down, it often scrolls up a few lines before going down again. Happens with both units.",... 2 of these and I think it is a great value. Only complaing is that while scrolling down,1527638400,
3228312,5.0,,True,"05 30, 2018",A3IZX7E0CQEXFP,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Blake,"Works great!!!!! I Hooked a pc to the tv and we use this while were on the couch. Its held up great for over a year, even after a few hard hits to the floor.",Works great!!,1527638400,
3228313,4.0,,True,"05 30, 2018",A3L4GO9PEW833G,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Computer BYTES,Good basic M/K combos.,Four Stars,1527638400,
3228314,5.0,,True,"05 30, 2018",A1S0D037M0D71X,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Steven,Great product - looking forward to continued use,Five Stars,1527638400,
3228330,5.0,,True,"05 24, 2018",A8OZK7OWIMJX5,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Henry Mullins,Excellent. Good price.,Excellent to Add blue tooth to Basic Smart TV,1527120000,
3228341,5.0,,True,"05 24, 2018",ASTJOQTM4DHV3,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Max,very easy to use.,"good price, good value.",1527120000,
3228342,5.0,,True,"05 23, 2018",A1HKG0O3ET1F2R,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},peace warrior,"I use these for using the tv with a computer to stream youtube, etc.  Its nice to be able to use the keyboard and mouse from couch and not have wires.  They seem to go at least 20 feet.  The quality is nice (its the same as the wired ones and I have used a wired one for years and the white lettering is worn off and the keys are worn down, SO THEY WORK -for me).",Its nice to be able to use the keyboard and mouse ...,1527033600,
3228343,5.0,,True,"05 23, 2018",A2M2X645LQ2AIP,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Cathy,great value for $,great value for $,1527033600,
3228344,5.0,,True,"05 17, 2018",AI4PP98ST4G0W,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Arnita Williams,Very recommended,Logitech keyboard and mouse,1526515200,
3228356,4.0,,True,"05 17, 2018",A2BHKNQ5LL5DDY,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},agrant,"So far, the keyboard and mouse are working well.  I took one star away because the keyboard shipped with bad batteries.  The keys have a nice bounce for someone who types quickly, and they aren't spaced too far away if you have small hands.  The mouse feels kind of flimsy, but it works.  So far, it hasn't lost its wi fi connection to the computer, and it was easy to set up once I figured out the batteries that were pre-installed in the keyboard were dead.  The Number Lock turns itself off a lot.",Pleased so Far,1526515200,
3228357,5.0,,True,"05 17, 2018",AEG5XA48DX393,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},CM,"I just ordered another one of these keyboard & mouse packages because I liked the first one so well. They hold up well, connect easily, and don't distract me from getting my work done. The first order was for our business/store, so it gets heavy usage 7 days a week. Several months later, no complaints from anyone and it still looks fresh. Relatively inexpensive and good quality product, so I'm ordering a second set for home.",Great product for a good price,1526515200,
3228358,5.0,,True,"05 17, 2018",A3UQNT2BPM7H61,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Robert S.,Very happy with it.  Logitech is a solid brand and I am always happy with their gear.  Love that it's one USB dongle for both the keyboard and mouse.,Very happy with it,1526515200,
3228359,4.0,,True,"05 17, 2018",A2JQ4LNE468JZA,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Homero H. Barrera II,its nice to be able to turn on and off the keyboard.,Four Stars,1526515200,
3228360,4.0,,True,"05 16, 2018",AGNHUH3XGJU05,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Mitsurugi,"Got this to go with my steam link. Works great, no issues.

My only complain is that the caps lock indicator buy the on off switch doesn't light up.

Idk why it's on the keyboard of its not ment to light up to let you know when caps lock is on.",Works great,1526428800,
3228373,3.0,,True,"05 16, 2018",A2OHJCO31SUQ9T,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Tracey Whiteaker,Broken 6 months of purchase went and bought another one I'm using that one still that one has lasted 6 months. Let's see how long this one can last I'll update later,They are okay,1526428800,
3228374,5.0,,True,"05 16, 2018",A3G6F2R3YBW5NO,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},alaman1,"Great replacement wireless keyboard and mouse!  Keys are responsive and the ""feel"" is comfortable.  Thanks, Amazon, for another great purchase!",Logitech Does It Again!,1526428800,
3228375,5.0,,True,"05 10, 2018",A11VI6WCFSEHYI,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},sophiegirl,"Works great, husband got it set up in 5minutes.",Replaced a broken one...,1525910400,
3228376,4.0,,True,"05 10, 2018",A209FU54SNNI3C,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},csmit,"Nothing fancy, but works well",Good,1525910400,
3228378,5.0,,True,"05 9, 2018",A3L4GU3813FYQJ,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Alex,Does the job well. Good range on the wireless signal,Good range on the wireless,1525824000,
3228379,5.0,,True,"05 9, 2018",A3MHE3KBBDXK19,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Tom,Nice keyboard for the price.  I bought it for my wife and she loves it.,Five Stars,1525824000,
3228380,5.0,,True,"05 9, 2018",A3O8AU4HTU1KEX,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Susan Baumflek,Works as a keyboard,Five Stars,1525824000,
3228381,5.0,,True,"05 9, 2018",AA1N12G48N33V,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Jasper P. Jangles,"Works great, we have 3!",Five Stars,1525824000,
3228387,3.0,,True,"05 8, 2018",ATCSE1EBYDHM2,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Red Bruno,"I bought a new Logitech trackball with Unifying Adapter and wanted a keyboard to work with it. This keyboard is too old for the Unifying Adapter.
I felt misled by the description so I returned this keyboard/mouse to Amazon.
As a keyboard, only OK not great  the mouse is a mouse...","Works well, not compatable with newer Unify Adapter",1525737600,
3228388,3.0,,True,"05 8, 2018",A3M9ASEEDBTJ7V,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Amiable Cook,"The keys are too high so it takes a bit of effort to type.  Makes a clicking sound, too.  Otherwise, it works fine for a $13 investment.","It works, but is clunky.",1525737600,
3228389,5.0,,True,"05 7, 2018",A1BGTUHQ4LZC63,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Omar A,Another solid Logitech product.,Five Stars,1525651200,
3228390,5.0,,True,"05 7, 2018",A30ULDRMFSMYKL,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},DONALD SCLAFANI,NICE VALUE,Five Stars,1525651200,
3228394,5.0,,True,"05 7, 2018",A1LZO0PRDBCM83,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},SK,good product,Five Stars,1525651200,
3228395,5.0,,True,"05 7, 2018",A126JXPFV2K2NM,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},keith,perfect,Five Stars,1525651200,
3228396,5.0,,True,"05 6, 2018",AL080IW0VYIA3,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},InYourDreams,"Ever since I got ""The Cat"" I've needed a way to be more flexible when on my computer. Being able to move the keyboard and mouse around my desk, off my desk, on my lap, etc. is very helpful when you have someone who needs to be the center of attention no matter what deadlines you may have.",Do you have a Cat? Get this product!,1525564800,"['https://images-na.ssl-images-amazon.com/images/I/71x9Xbg6wHL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71+KzmXA1TL._SY88.jpg']"
3228397,5.0,,True,"05 6, 2018",A27P9XSOX4DJXD,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Clifford Roe,Works well as long as you remember to turn each off to prolong the life of the batteries,Five Stars,1525564800,
3228398,5.0,,True,"05 6, 2018",AJPMAGVIFZI60,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Robert Berbec,"Great keyboard, reliable, respected brand.

One thing to note: this model does NOT use the Logitech ""Unifying"" receiver.",Amazing value,1525564800,
3228409,5.0,,False,"05 6, 2018",A1BY8CT70OUR61,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Amazon Customer,Works fine for it's purpose.,Just works,1525564800,
3228410,1.0,,True,"05 5, 2018",A20T9DEOV35C5O,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},J. Khan,Bought it to use with my Raspberry PI but after couple of months of use the nano receiver got loose. We were lucky to find it back many times before it was lost for good and now both my keyboard and mouse are useless. Trying to use a unifying receiver didn't work. DO NOT BUY it unless you know you are not going to move it around. As for me I am going to buy devices that come with individual receivers. I have many other Logitech devices but I am disappointed that it doesn't work with any other Logitech receiver.,Loose nano reciever and incompatible with any other logitech device,1525478400,
3228411,5.0,,True,"05 5, 2018",ARHA6LHD0JIJX,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Dezz,Easy to set up and cordless is awesome!,Easy set-up,1525478400,
3228415,5.0,,True,"05 4, 2018",A2XFUEOZ5TU870,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},hoosiertoo,"As advertised, quick delivery. Easy set up. What I'd expect from Logitech and Amazon.",Does the trick.,1525392000,
3228416,5.0,,True,"05 3, 2018",AUOKKGDYIHQFA,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},BelmintBetty,Fantastic value.  Both my hubby and I were impressed with how nice this set was.  Very easy set up.,Fantastic Keyboard and Mouse set,1525305600,
3228418,5.0,,True,"05 2, 2018",A1TYYV25G855WV,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Tom,One battery lasts a really long time!,Great battery life.,1525219200,
3228419,1.0,,True,"05 1, 2018",A2DSDWNXM5NIX2,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},WRAY HEBERT,Buttons stick after a week,Dont buy,1525132800,
3228420,3.0,,True,"05 1, 2018",A1ETZE2G1BS2YJ,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},James,Not compatible with the logitic unifying software. I use it at my home docking station. Be nice if it was compatible with the software. Will keep using my k330 at the office between meetings.,Be nice if it was compatible with the software,1525132800,
3228423,5.0,,True,"04 30, 2018",A25P2YOORKY7CZ,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Nick Hulsing,Worked as expected.  Very good price.,Very good price.,1525046400,
3228424,2.0,,True,"04 29, 2018",ABE5U4BWFWHRQ,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},AmazonRick,"The good news:  Generally, the keyboard and mouse look good and work well.  Driver install was seamless and painless on Win 7 Professional.  Easy with no ""fiddling.""  Ergonomics are OK.

The not-so-good news:  It's in the trash and I am looking for a more robust product.  I had a wacky issue with radio frequency interference (RFI), particularly around 18MHz (17 meters).  My computer went ""crazy.""  K1EL keyer was wacky.  Garbage CW being sent.  Cursor jumping all over the place.  I used chokes -- a ton of 'em -- even though I did not have a lot of hope.  THis afternoon I spent more time thinking about potential causes of the RFI issue.  I disconnected the Logitech TX/RX thingie and turned the keyboard and mouse off.  I connected a cheap-o keyboard and a HP-branded mouse and PRESTO!  No more RFI.  This junk product caused me many hours of frustration and I spent many more hours trying to identify the cause of the debilitating RFI issue.

Conclusion:  The Logitech product is poorly designed and *not shielded from RFI.*  If you are a home user and you really don't care if this ""kit"" works for you you will rate this product five stars!  Good for you!  However if you are  using this item in an environment where there is a potential for RFI/EMP/etc, well, better just dump this POS in the trash now and get one that will be reliable.",Horribly designed -- an RFI magnet!,1524960000,
3228425,3.0,,True,"04 29, 2018",A3SYYHOI21BZAA,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Sara Herbst,"Connects seamlessly and easily with with my MacBook Pro and external Samsung monitor. The mouse works very well, but I've had less luck with the keyboard--I've found that there's a serious time lag between when I press a key and when the computer registers it. I'll be replacing it with something else.","Mouse works great, keyboard not so much",1524960000,
3228426,3.0,,True,"04 28, 2018",AQEMQYBC5V1S7,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},RR,Mouse is small but Work well keys on keyboard are stiff,Good mouse. Keyboard so-so,1524873600,
3228431,4.0,,True,"04 28, 2018",A20GOQNP0A7S7Z,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Pinball Rick,"I really didn't want to give up my last keyboard (Logitech Elite wireless) but I really needed more distance between me and the PC, now that I'm using the television for my monitor. The MK270 is lightweight and a even a bit flexible. it works well in your lap if you're in a recliner or on the couch. The keys aren't very tall, not as tall as I would like them, but they're not as flat as most wireless keyboards seem to be nowadays. It gets the job done.",Good For The Living Room,1524873600,
3228432,1.0,,True,"04 27, 2018",A2SED6D8K7X2XB,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},William Ramirez,good,One Star,1524787200,
3228435,4.0,,True,"04 26, 2018",A18IGGTC864OYI,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},sxb,Great for my living room streaming setup.  Minus 1 star for the mouse.  It is on the small side.,Four Stars,1524700800,
3228436,3.0,,True,"04 26, 2018",A3IBA2517PDI5G,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},andrea medford,The keyboard keeps losing signal....,Good mouse bad keyboard,1524700800,
3228437,1.0,,False,"04 26, 2018",A2KCDUA2B9XW75,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Brian,"Absolute garbage that should be an embarrassment to Logitech.
I bought this set at Walmart. The W key didn't work. I returned it.... second set same exact problem. I was busy and didn't get around to returning the 2nd set. To make matters worse, within a couple days the Enter key fell off.... then a few days later the mouse started losing the Bluetooth connection. Not just On or Off but that obnoxious jitter that stutters around then suddenly jumps across the screen, then vanishes and reappears somewhere else.","2 sets, same failure, unbelievable lack of quality",1524700800,
3228439,5.0,,True,"04 25, 2018",A1YIDXZDMWBZ3L,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Shabab,Gets the job done.,As expected,1524614400,
3228440,3.0,,True,"04 25, 2018",AH4CHK19ZDB40,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Mark Close,Quality product.,No cords,1524614400,
3228441,5.0,,True,"04 25, 2018",A1LFOM1FKJIQ8O,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},P. Pitman,Works great with my desktop.  It is full sized and very quiet.  The price was also very reasonable.,Works great!,1524614400,
3228454,5.0,,True,"04 24, 2018",A26L6GF4MBTP3C,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Tom,For the price. This is really a nice set. The keyboard is surprisingly comfortable.,This is really a nice set. The keyboard is surprisingly comfortable,1524528000,
3228455,4.0,,True,"04 24, 2018",A3P77NPSDAWI8L,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Tony M.,"From time to time it seems to go to sleep to save on battery.  When this happens along with the computer sleeping, it is a little slow to wake up.  BUT I love the touch and the response when the computer is awake.  Very good mouse also.",Great feel to the keyboard and mouse.,1524528000,
3228456,3.0,,True,"04 24, 2018",A22W9394Z2H3WD,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Amazon Client,"Wireless works, but the lights on the keyboard are non-functional (caps lock and power on).",Power and Cap Lock Lights Non-Functional,1524528000,
3228457,5.0,,True,"04 23, 2018",A1XEJ8QAECPWSX,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Norm From Ft Walton Bch,Great Keyboard and Mouse. Only takes one USB port,Five Stars,1524441600,
3228471,5.0,,True,"04 22, 2018",A9WJS6OPCJZS7,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},TIP.,LIKE,Five Stars,1524355200,
3228472,5.0,,True,"04 21, 2018",A2QL324L5B5DDP,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},J. Smith,great ...works as advertised,Five Stars,1524268800,
3228473,4.0,,True,"04 20, 2018",A1OMZ2Q6N8R1UB,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},David W.,Great,Four Stars,1524182400,
3228474,1.0,,True,"04 20, 2018",A1LNUSK8DA8DKB,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Zach P.,"Hot garbage. I get missing key strokes with the dongle literally 6 inches from the keyboard and the mouse doesn't work any better. I got this to replace a second set of keyboard and mouse I have for my server, but it's not good.",Wireless.. the way I love and remember it from the early 2000s.,1524182400,
3228475,5.0,,True,"04 20, 2018",A14AVWRJVCHZ90,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Daniel Sifer,Good for 20 dollars. Unfortunately the mouse and keyboard take separate types of batteries. :(,Five Stars,1524182400,
3228481,5.0,,True,"04 19, 2018",A3F2K5B2JCGGX4,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},AmberV,I was just looking at a note I made.  I received this on 11/26/17.  It's now 04/19/2018 and I haven't had to change the batteries on the keyboard or mouse yet (my last one that came with my PC...it seemed like I was changing batteries on one or the other every three months).  Small victories....take them where you can.,it seemed like I was changing batteries on one or the other ...,1524096000,
3228482,5.0,,True,"04 19, 2018",A2SHRAK8X8YXDI,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Phantom II,Very nice combo and works great.  Thank you.,Five Stars,1524096000,
3228483,4.0,,True,"04 19, 2018",A256QUITY7SKSY,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Jim,fast shipping for a project and good value,Four Stars,1524096000,
3228484,2.0,,True,"04 18, 2018",ATEW1EBETZL6H,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Austin Passy,"The keyboard and mouse will not work from anything less than 5 feet of direct sight, what's the point of that? Should I look for a higher quality wireless keyboard mouse or go extra long hard wired?","What ""wireless""",1524009600,
3228485,5.0,,True,"04 18, 2018",A8I2FWORWRBQV,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},sartra,"Had this set for almost two months with my laptop and really like it so far. I take my laptop with me often, and leave these in the office. There's never an issue connecting when I'm back in the office (it connects right away). The only glitch I've noticed so far is the keyboard doing a weird lag once. Great value.",... for almost two months with my laptop and really like it so far,1524009600,
3228486,5.0,,True,"04 17, 2018",A3RKVZ3N1XL7IB,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Normand Berthelette,A great buy,Five Stars,1523923200,
3228502,4.0,,True,"04 15, 2018",A8IVXRSPOKK9F,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},James gamez,works great,Four Stars,1523750400,
3228516,3.0,,True,"04 13, 2018",AXFZ0YROZIFGR,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Alejandre Eduardo,Interference problems if you have an ambient with a lot of wireless stuff. Great Resistence.,Great Resistence.,1523577600,
